enrolled,VerifyPhone,Other,VerifyDateOfBirth,location,is_weekend_enrolleddate,VerifyCountry,Credit,numscreens,BankVerification,idscreen,VerifyMobile,Loan_all,Alerts,age,user
0,1,8,0,0,0,1,0,26,1,1,0,0,0,22,338071
1,1,13,1,1,0,1,0,42,1,1,0,1,0,34,161085
1,0,5,1,1,0,0,1,35,0,0,0,1,0,36,193876
0,0,3,0,0,0,0,0,10,0,1,0,2,1,43,90099
0,0,6,0,0,0,0,2,13,0,0,0,1,0,40,276256
0,0,4,0,0,0,0,1,11,0,1,0,1,0,22,185301
0,1,5,1,1,0,1,0,45,0,1,0,0,0,59,302591
1,1,8,1,1,0,0,3,35,0,1,0,1,0,26,165121
0,1,4,0,1,0,1,0,8,0,0,0,1,0,31,159074
1,0,1,0,0,1,0,1,6,0,0,0,1,0,30,152795
0,0,1,0,0,1,0,0,1,0,0,0,0,0,19,100812
0,0,6,0,0,0,0,0,9,0,0,0,1,0,31,278889
0,0,2,0,0,0,0,2,9,0,0,0,1,0,19,41793
1,0,7,1,1,0,0,3,22,1,0,1,1,0,45,303138
0,0,1,0,0,0,0,2,18,0,0,0,0,1,26,107694
0,1,4,1,1,0,1,0,12,0,0,0,1,0,35,314990
0,0,2,0,0,1,0,1,3,0,0,0,0,0,41,278870
1,1,14,1,1,0,1,0,29,1,1,0,1,0,24,315523
1,1,15,1,1,1,1,0,34,1,1,0,2,0,25,245909
1,0,8,0,0,1,0,1,23,0,0,0,2,0,49,251127
0,0,8,0,0,0,1,0,12,0,0,0,0,0,35,143671
1,1,4,1,1,0,0,3,16,0,1,0,1,0,21,186999
0,0,6,0,1,0,1,0,10,0,1,0,0,0,29,343116
1,1,10,1,1,0,1,1,37,1,0,0,1,0,24,113060
0,0,5,0,0,0,0,0,13,0,0,0,2,0,28,306520
1,1,6,1,1,0,1,2,18,0,0,1,0,0,37,151774
1,1,10,0,0,1,1,3,20,1,0,0,1,0,56,189630
1,1,10,1,1,0,1,0,40,1,1,0,1,0,18,192503
0,1,8,0,0,0,1,0,14,1,0,0,1,0,24,122929
1,1,7,1,1,0,1,1,36,0,0,0,1,0,21,159842
0,1,5,1,1,0,1,0,24,0,0,0,1,0,27,15147
1,1,9,1,1,0,1,0,32,1,1,0,1,0,29,133569
1,1,6,0,0,1,0,0,8,1,0,0,0,0,31,41171
1,1,10,1,1,0,1,0,21,1,1,0,1,0,17,34740
0,0,3,0,0,0,0,0,12,0,0,0,2,1,42,126788
1,1,25,1,1,1,1,2,51,1,1,0,3,0,38,298228
1,0,1,0,0,1,0,0,2,0,1,0,0,0,33,320899
0,0,7,0,0,0,0,0,15,0,1,0,1,0,59,286713
0,0,4,1,1,0,0,0,11,0,0,0,1,0,28,162268
0,0,5,0,0,0,0,0,15,0,1,0,0,0,35,232222
1,1,14,1,1,0,1,1,30,1,1,0,1,0,21,330749
1,1,7,0,0,0,0,1,27,1,1,0,0,0,18,356886
0,0,4,0,0,0,0,2,54,0,0,0,2,0,39,118125
1,1,10,1,1,1,1,1,20,0,0,0,1,0,26,240722
0,0,4,0,0,0,0,1,7,0,0,0,2,0,48,268041
0,0,6,1,0,0,0,0,12,1,1,0,1,0,36,162970
1,0,1,0,1,0,0,4,11,0,0,0,1,0,41,52895
1,0,5,0,0,0,0,0,10,0,1,0,1,0,34,260010
0,0,3,1,0,0,0,0,4,0,0,0,0,0,31,168202
1,1,9,1,1,1,1,0,25,1,1,0,1,0,23,36339
0,0,13,0,0,0,0,1,24,1,0,0,1,0,20,80530
0,0,2,0,0,1,0,0,7,1,0,0,0,0,33,345943
1,1,7,1,1,1,0,2,19,0,0,0,1,0,30,308476
1,1,13,1,1,0,1,3,36,1,0,0,1,0,25,38674
1,1,6,1,1,0,0,2,14,0,0,0,1,0,18,1162
0,1,9,0,1,0,1,0,16,0,0,0,1,0,21,368225
1,1,14,0,0,0,1,1,29,1,0,0,1,0,43,235503
1,0,4,0,1,0,1,0,13,1,0,0,1,0,22,44226
0,0,7,0,0,0,0,0,12,0,0,0,1,0,58,202245
1,1,9,1,1,1,1,0,30,1,0,0,1,0,26,213288
0,0,5,0,0,0,0,1,15,0,1,0,1,0,19,191801
1,1,11,1,1,0,1,0,19,1,1,0,0,0,29,240935
0,0,2,0,0,0,0,0,11,0,1,0,2,0,49,301792
1,1,9,0,0,0,1,1,15,0,0,0,1,0,33,368378
0,0,5,0,0,1,0,0,8,0,1,0,1,0,27,239069
0,0,0,0,0,0,0,0,1,0,1,0,0,0,20,277086
1,1,8,1,1,1,1,3,24,1,0,0,1,0,18,353298
0,1,8,1,1,0,1,1,31,0,0,0,1,0,30,372445
1,0,4,1,1,0,0,3,10,0,0,1,0,0,51,29339
0,0,4,0,0,0,0,0,15,0,0,0,2,1,35,114534
0,1,3,1,1,0,1,0,7,0,0,0,0,0,18,289434
0,0,5,1,1,1,0,2,18,0,1,1,1,0,31,198709
0,0,3,0,0,0,0,2,20,0,0,0,3,0,20,200266
1,1,11,1,1,1,1,0,21,1,1,0,0,0,23,364035
0,1,8,1,1,0,1,1,30,1,0,0,1,0,21,198591
1,1,5,0,1,1,1,0,21,0,0,0,2,0,30,156055
0,0,3,0,0,0,0,1,10,0,0,0,1,0,46,124406
0,0,5,0,0,0,0,0,7,0,0,0,1,0,29,191472
0,0,4,1,1,0,0,0,20,0,1,0,1,0,36,308234
0,0,1,0,1,0,0,0,3,0,0,0,0,0,44,288905
0,0,2,0,0,0,0,0,6,1,0,0,1,0,44,276903
1,0,6,1,1,0,0,1,23,0,1,0,1,0,28,43318
1,1,13,1,1,0,1,0,41,1,0,0,1,0,23,145495
1,1,10,1,1,0,1,0,29,0,1,0,1,0,18,87045
1,1,4,1,1,1,0,2,21,0,0,0,0,0,27,241511
0,0,4,0,0,0,0,2,30,0,0,0,2,1,45,352314
1,0,3,0,1,0,0,3,17,0,1,1,1,0,47,165060
1,1,13,1,1,0,1,4,46,1,0,0,0,0,36,252085
1,1,8,1,1,0,0,4,68,1,0,0,1,1,39,222753
1,0,4,0,0,0,0,0,13,0,0,0,0,0,29,275790
1,1,5,1,1,0,0,2,20,0,0,0,1,0,32,279669
0,1,11,0,0,0,1,0,37,0,1,0,1,0,18,25791
1,0,5,0,0,0,1,0,9,1,0,0,0,0,28,212314
0,0,1,0,0,0,0,2,3,0,0,0,1,0,26,346903
1,0,4,0,0,0,0,0,6,0,1,0,0,0,35,167402
0,0,4,0,0,0,0,0,26,0,0,0,2,0,53,226285
0,0,2,0,0,0,0,0,8,0,0,0,1,1,47,61508
0,0,4,0,0,0,0,1,5,0,0,0,0,0,22,149370
0,0,2,0,0,0,0,0,6,0,0,0,2,0,23,68893
1,1,11,1,1,0,1,0,20,0,1,0,1,0,20,212077
0,0,8,1,1,0,1,0,52,1,0,0,1,1,39,2026
1,1,11,1,1,0,1,0,18,0,1,0,1,0,45,142502
1,1,2,1,1,0,0,2,7,0,0,0,0,0,70,352062
0,0,3,0,0,0,0,0,27,0,1,0,2,0,31,65406
0,1,6,0,0,1,1,1,22,0,0,1,1,0,40,195277
1,1,8,1,1,0,1,1,20,0,0,0,0,0,59,113684
1,1,3,0,0,0,0,2,9,0,0,0,0,0,65,194100
1,1,4,0,0,1,0,2,11,0,1,0,0,0,18,77932
1,1,14,1,1,1,1,2,31,1,1,0,1,0,31,111886
0,0,2,0,0,0,0,1,12,1,1,0,1,0,33,285180
0,0,6,0,0,0,0,1,23,0,0,0,2,0,35,340037
1,1,8,1,1,0,1,2,24,0,0,1,1,0,37,91553
0,1,1,1,1,0,0,0,4,0,0,0,0,0,38,294205
0,0,2,1,1,0,0,0,4,0,0,0,0,0,21,200696
0,0,4,0,0,0,0,0,6,0,0,0,0,0,50,203796
1,1,5,1,1,0,0,3,44,0,0,0,1,0,34,35225
0,0,3,1,1,0,0,0,7,0,1,0,0,0,23,196250
1,0,7,0,1,0,0,3,34,0,1,1,1,0,57,306910
0,0,1,0,0,0,0,0,2,0,0,0,0,0,27,273507
1,1,9,1,1,0,1,0,19,1,1,0,1,0,23,246575
0,0,6,1,1,0,0,3,26,0,0,1,1,0,35,303336
0,0,2,0,0,0,0,0,13,0,0,0,0,0,38,198850
1,1,12,1,1,1,1,3,47,1,1,0,1,0,21,287325
1,1,8,1,1,1,1,0,20,1,0,0,0,0,22,335670
0,1,9,0,0,0,1,0,15,1,1,0,1,0,27,350389
1,1,15,1,1,0,1,0,25,1,1,0,1,0,22,201332
1,1,10,1,1,0,1,1,24,1,0,0,1,0,25,291451
0,0,9,1,1,0,1,0,14,1,0,0,0,0,27,158192
0,1,4,0,0,0,0,0,8,0,0,0,1,0,50,162772
0,0,2,0,0,0,0,0,2,0,0,0,0,0,26,241792
1,1,11,1,1,0,1,1,42,1,1,0,1,0,18,266956
1,0,4,0,0,1,0,1,14,0,1,0,1,0,32,44290
0,0,2,0,0,0,0,1,5,0,0,0,1,0,40,59712
1,1,14,0,0,0,1,0,39,0,1,0,1,0,28,153864
1,1,13,1,1,1,1,2,53,0,0,0,1,0,18,138147
0,0,1,0,0,0,0,0,4,0,0,0,1,0,33,229400
1,1,10,0,1,0,1,0,21,1,0,0,1,0,64,315257
1,1,4,0,0,0,0,3,9,0,0,0,0,0,58,117520
1,1,4,1,1,0,0,1,14,0,1,0,0,0,18,358600
0,0,3,0,0,0,0,0,6,0,0,0,2,0,30,57876
1,0,0,0,0,0,0,0,2,0,1,0,0,0,37,203606
1,1,8,1,1,0,0,2,22,0,1,0,1,0,33,113056
1,0,5,1,1,0,0,1,15,0,0,0,1,0,27,885
1,1,3,1,0,0,1,0,8,0,0,0,1,0,54,239584
1,0,3,0,0,0,0,0,14,1,0,0,0,0,31,282806
1,0,3,0,0,0,0,0,3,0,0,0,0,0,21,48895
1,1,8,1,1,0,1,4,40,1,0,0,1,0,28,300598
0,0,4,0,0,0,0,1,13,0,0,0,1,0,27,317244
1,0,4,0,0,0,0,3,11,0,1,1,0,0,25,365273
0,0,3,0,0,0,0,2,11,0,0,0,2,0,52,29397
1,0,7,0,1,0,0,1,13,0,0,0,0,0,33,183808
1,1,8,1,1,0,1,2,23,0,0,0,1,0,42,11484
1,1,12,0,1,0,1,2,65,1,1,0,1,0,18,124741
1,0,1,0,0,0,0,0,1,0,0,0,0,0,19,189961
0,0,0,0,0,0,0,0,3,0,1,0,1,0,50,98608
1,1,13,1,1,1,1,0,43,1,1,0,1,0,21,290116
1,1,13,1,1,0,1,1,46,0,1,0,1,1,22,132451
0,0,1,0,0,0,0,0,9,0,0,0,2,0,54,68829
1,1,10,1,1,0,1,3,33,0,0,1,1,0,31,296168
0,0,4,1,1,0,0,0,15,0,0,0,1,0,28,109005
0,1,14,1,1,0,1,0,28,1,0,0,1,0,46,231805
0,0,1,0,0,0,0,3,7,0,0,0,0,0,47,299542
1,1,5,1,1,1,0,4,44,1,0,0,1,0,58,276041
1,1,9,1,1,0,1,4,43,0,0,0,2,0,30,118981
1,0,3,1,1,0,0,2,8,0,0,1,0,0,28,316853
1,0,4,1,1,0,0,4,12,0,0,1,0,0,24,84035
0,0,4,0,0,0,0,0,5,0,0,0,2,0,63,80195
0,1,4,1,0,0,0,0,74,0,1,0,2,0,31,339664
0,0,6,0,1,0,0,0,11,0,0,0,0,0,30,43298
0,0,3,0,0,0,0,1,17,0,0,0,2,0,29,196012
0,0,6,0,0,0,0,0,7,0,1,0,0,0,43,266936
1,1,10,1,1,1,0,1,24,0,0,0,0,0,23,360791
0,0,10,0,0,0,0,2,66,1,0,0,2,0,38,163663
0,0,4,0,0,1,0,0,4,0,0,0,0,0,34,121735
1,0,6,1,0,0,0,1,15,0,0,0,0,0,23,373065
0,0,3,0,0,0,0,0,13,1,0,0,1,0,58,190785
1,1,8,0,0,0,1,0,15,1,1,0,0,0,29,203066
0,0,3,0,0,1,0,0,7,0,0,0,0,0,28,40014
1,1,7,0,0,0,1,1,18,0,1,0,1,0,46,99329
0,0,1,0,0,0,0,0,1,0,0,0,0,0,38,272520
1,1,8,1,1,0,1,2,29,0,0,0,1,0,19,314839
1,0,6,1,0,0,0,1,14,0,1,0,1,0,21,253111
1,1,11,1,1,1,1,0,19,1,0,0,1,0,27,11059
0,0,3,0,0,0,0,0,9,1,0,0,1,1,56,316758
0,0,1,0,0,0,0,0,2,0,0,0,0,0,33,274698
1,0,3,1,1,0,0,2,10,0,0,1,0,0,21,83879
0,1,8,1,1,0,1,0,19,1,0,0,1,0,48,362075
1,1,7,0,0,0,1,0,23,0,0,0,0,0,62,234583
1,0,8,1,0,1,0,0,13,0,0,0,1,0,33,7856
1,1,14,1,1,0,1,1,33,1,0,0,1,0,19,362476
0,0,4,0,0,0,0,0,7,0,1,0,0,0,24,192742
0,1,8,0,0,0,1,0,16,0,1,0,1,0,30,44943
0,0,5,1,0,0,0,0,9,0,0,0,1,0,23,8782
1,1,12,1,1,0,1,0,21,1,1,0,1,0,21,161619
0,0,10,0,0,0,0,0,26,0,0,0,2,1,28,23139
0,0,7,0,1,0,1,0,28,1,0,0,1,0,23,68998
1,1,11,1,1,1,1,1,22,0,1,0,1,0,23,260856
1,0,5,0,0,0,0,0,7,0,0,0,0,0,35,367055
1,1,14,1,1,0,1,0,39,1,1,0,0,0,46,72287
1,1,8,1,1,0,1,0,19,1,1,0,1,0,23,88490
1,1,8,1,1,0,1,0,12,0,0,0,0,0,36,184600
0,0,5,0,0,0,0,1,11,0,1,0,1,0,27,216118
1,1,6,1,1,0,0,3,21,0,1,0,1,0,55,69258
0,1,4,0,1,1,1,1,12,0,0,0,1,0,35,79818
0,0,4,1,1,0,0,0,7,0,1,0,0,0,26,8925
1,1,13,1,1,0,1,3,35,0,1,0,1,0,31,302206
1,1,5,1,1,0,0,2,23,1,0,0,0,0,19,359750
0,0,5,1,1,0,0,1,11,0,0,0,1,0,17,26692
0,0,3,0,1,0,0,2,9,0,1,0,0,0,21,371583
1,1,10,0,0,1,1,0,22,1,0,0,0,0,41,228592
1,1,5,1,1,0,0,3,29,1,1,0,1,0,21,305031
0,0,4,0,0,0,0,0,9,0,1,0,0,0,21,360625
1,1,12,1,0,1,1,0,35,1,0,0,1,0,22,344869
0,0,4,0,0,0,0,1,19,0,1,0,1,0,40,115455
0,0,7,0,1,0,1,0,14,0,0,0,0,0,27,49381
1,1,16,1,1,0,1,2,40,1,1,0,1,0,18,37081
0,1,5,1,1,0,1,0,13,0,1,0,0,0,23,270516
1,0,1,0,0,0,0,1,2,0,0,0,0,0,41,6596
1,1,5,1,1,1,0,3,19,1,0,0,1,0,32,179000
0,1,11,0,0,1,1,0,16,1,0,0,0,0,39,346470
0,1,16,1,1,0,1,1,53,1,0,0,3,0,34,117675
1,1,9,1,1,1,1,1,29,1,0,0,1,0,22,85492
0,1,13,1,1,1,1,3,67,1,0,0,1,0,35,371652
1,1,3,0,0,0,0,0,5,1,0,0,0,0,28,212641
0,0,3,0,0,0,0,2,17,1,0,0,1,0,32,341685
1,1,14,1,1,0,1,0,33,1,1,0,1,0,19,88867
0,0,1,0,1,0,0,0,9,0,0,0,0,0,23,65234
1,1,8,1,1,1,1,0,36,0,0,0,1,0,45,281355
0,0,1,1,0,0,0,1,6,0,1,1,0,0,35,213154
0,0,1,0,0,0,0,1,3,0,1,0,0,0,39,240165
1,1,5,1,1,0,1,3,15,0,0,0,1,0,27,270795
1,1,10,1,1,0,1,4,35,0,1,0,1,0,26,38225
0,0,2,0,0,0,0,0,2,0,0,0,0,0,31,65646
0,0,2,0,0,0,0,0,21,0,0,0,2,0,33,231702
0,0,2,0,0,1,0,0,5,0,1,0,1,0,39,164406
1,1,9,1,1,1,1,2,31,0,0,0,1,0,51,252116
1,0,3,0,0,1,0,0,5,0,1,0,0,0,20,187839
1,1,7,0,0,0,1,0,12,1,0,0,0,0,19,62612
1,1,8,1,1,1,1,3,30,0,0,0,0,0,24,353686
1,1,11,1,1,0,1,4,34,1,0,0,1,0,25,30593
0,1,4,0,0,1,0,3,11,0,0,0,0,0,30,191894
1,0,3,0,0,1,0,0,14,1,1,0,0,0,24,199953
1,1,3,0,1,0,0,4,12,0,0,0,0,0,60,187542
0,0,6,0,0,0,0,0,10,0,0,0,1,0,24,52079
1,1,7,1,1,1,0,3,21,1,0,0,1,0,20,54620
0,1,11,1,1,0,1,1,18,1,0,0,0,0,36,204568
1,1,8,0,0,0,0,1,32,1,1,0,0,0,36,269482
0,0,1,0,0,0,0,1,2,0,0,0,0,0,27,90679
1,0,5,0,0,0,0,0,10,0,0,0,1,0,22,361010
0,1,5,1,1,0,1,0,9,0,0,0,0,0,22,123953
0,1,4,0,0,0,0,0,7,0,0,0,0,0,27,295870
0,0,2,0,0,0,0,1,16,0,1,0,2,0,36,45239
1,1,5,0,0,0,0,4,17,0,1,0,1,0,24,75660
1,1,8,1,1,0,1,1,26,0,1,0,1,0,23,373494
1,0,3,0,0,0,0,1,14,1,1,0,1,1,28,237997
0,1,13,1,1,0,1,1,58,0,1,0,2,0,27,345570
1,1,10,0,0,0,1,1,37,1,0,1,1,0,19,124326
0,1,9,1,1,0,1,0,39,1,0,0,1,0,20,370499
0,0,3,0,0,0,0,1,15,0,0,0,2,0,25,43251
0,0,2,0,0,0,0,0,2,0,0,0,0,0,43,30134
0,0,7,1,0,0,0,2,62,0,1,0,2,1,51,54519
0,0,4,0,0,0,0,0,13,0,1,0,1,0,36,56169
0,1,5,1,1,0,1,0,19,0,0,0,1,0,31,61789
1,1,13,1,1,0,1,2,53,1,1,1,0,0,17,20224
1,0,3,0,0,0,0,1,8,0,0,0,0,0,27,11944
0,1,6,1,1,0,1,0,28,0,0,0,0,0,41,338737
0,1,10,1,1,0,1,0,45,0,0,0,2,0,45,56338
1,1,18,1,1,0,1,4,59,1,1,0,3,0,18,78548
0,0,6,0,0,0,0,1,26,0,0,0,2,0,23,144828
0,1,9,0,0,0,1,0,20,1,1,0,1,0,27,187826
0,0,4,0,0,0,0,0,5,0,0,0,0,0,39,135521
1,1,12,0,0,0,1,0,21,1,0,0,1,0,42,178916
1,1,8,1,1,1,1,0,27,0,1,0,0,0,33,226657
0,0,4,0,0,0,0,3,31,0,0,0,2,0,34,150327
0,0,3,0,0,1,0,0,10,0,0,0,0,0,25,73185
1,0,4,0,0,0,0,0,6,0,1,0,0,0,29,194410
1,0,2,0,0,0,0,0,11,1,0,0,1,0,33,352063
1,0,6,0,0,0,0,1,16,0,1,0,1,0,23,357923
1,1,4,0,0,0,0,2,21,1,1,0,0,0,29,206316
0,1,6,0,0,0,0,0,30,0,1,0,1,0,16,231399
1,1,13,1,1,0,1,1,46,0,1,0,1,0,36,323759
0,1,10,1,1,1,1,1,47,1,1,0,1,0,21,14239
0,0,2,0,0,0,0,1,8,0,0,0,2,0,52,30529
1,1,5,1,1,1,0,3,22,0,1,0,0,0,35,194318
1,1,8,1,1,1,1,1,18,1,0,0,1,0,33,225296
1,1,12,1,0,1,1,1,23,1,0,0,1,0,22,245855
1,1,7,1,1,0,1,0,12,1,0,0,0,0,50,324584
0,1,7,1,1,0,1,0,27,0,1,0,1,0,17,327054
1,0,3,0,0,0,0,0,5,0,0,0,0,0,33,364869
0,1,11,1,1,0,1,0,22,1,1,0,1,0,40,327664
0,0,5,0,1,1,0,1,21,0,0,1,0,0,35,297761
0,0,2,0,0,0,0,1,15,1,0,0,1,0,31,125453
1,0,6,0,0,0,0,3,16,0,1,1,0,0,28,63197
0,1,8,1,1,0,1,1,35,0,0,0,1,0,20,171386
1,1,8,1,1,0,1,0,27,1,0,0,0,0,64,138230
0,0,3,0,0,0,0,0,10,0,0,0,2,0,26,27099
1,0,1,0,0,1,0,0,2,0,1,0,0,0,43,224348
0,0,3,0,0,0,0,1,14,0,1,0,1,0,39,362764
1,1,8,1,1,0,1,0,15,1,0,0,0,0,41,203264
0,0,4,1,1,0,0,0,29,0,1,0,0,0,23,30154
0,0,1,0,0,0,0,0,2,0,0,0,0,0,33,313217
0,0,5,1,1,0,0,0,29,0,0,0,1,0,31,359619
0,0,7,0,0,0,0,2,36,0,0,0,2,1,32,73108
1,1,6,0,0,0,1,0,19,0,0,0,1,0,29,31122
1,1,17,0,0,0,1,0,24,1,1,0,2,0,23,183273
1,1,16,1,1,1,1,2,38,0,0,0,1,1,23,44727
1,1,9,0,0,0,1,1,25,1,1,0,1,0,21,161940
0,0,1,0,0,0,0,1,8,0,0,0,2,0,41,270861
0,0,7,0,0,0,0,1,45,1,1,0,2,0,28,65397
0,0,9,0,1,0,1,0,25,0,0,0,1,0,36,40698
1,1,10,1,1,0,0,1,40,0,0,0,1,0,18,49129
1,0,10,0,1,0,1,0,46,1,0,0,0,0,26,9587
0,0,4,0,1,0,0,1,15,0,0,0,1,1,19,236035
0,1,6,0,1,0,1,0,11,0,0,0,1,0,24,273813
0,0,7,0,0,0,0,3,44,0,0,0,2,1,27,346682
0,0,1,0,0,0,0,0,2,0,0,1,0,0,38,243688
0,0,6,0,0,0,0,2,22,0,0,0,2,1,35,154040
1,0,7,1,1,1,1,4,25,1,1,0,1,0,30,207814
0,1,7,1,1,0,1,1,40,0,1,0,1,0,25,342871
1,1,5,1,1,0,1,0,11,0,0,0,0,0,45,201269
1,1,10,1,1,0,1,4,33,1,0,1,1,0,19,143154
1,1,5,1,1,0,0,4,55,1,0,1,1,0,27,170193
0,0,3,0,0,0,0,0,4,0,0,0,1,0,26,101355
0,0,5,0,0,0,0,2,15,0,0,0,2,0,44,110263
1,1,8,1,1,0,1,0,17,1,0,0,0,0,25,351321
0,1,6,1,1,0,1,0,13,0,0,0,1,0,31,197729
0,0,6,0,1,1,1,0,20,0,1,0,1,0,28,144370
0,0,2,0,0,0,0,3,22,0,0,0,2,0,27,274231
1,1,7,1,1,0,1,2,26,1,1,0,1,0,28,77658
1,1,12,1,1,0,1,0,37,1,1,0,1,1,32,248823
1,0,10,1,1,0,0,1,46,1,1,1,1,0,21,353439
0,0,6,0,0,0,0,0,18,1,0,0,1,0,19,333685
0,0,5,0,0,0,1,2,9,0,0,0,0,0,35,45651
0,0,3,0,0,0,0,1,11,0,1,0,0,0,36,366987
1,1,14,1,1,0,1,3,56,0,0,0,1,0,23,27183
0,0,1,0,0,0,0,0,2,0,0,0,0,0,43,89796
0,0,2,0,0,0,0,2,8,0,0,0,2,1,20,304162
1,1,12,1,1,0,1,4,67,0,0,0,1,0,35,307268
1,1,7,1,1,0,0,1,29,1,0,0,1,1,30,210426
0,1,5,1,1,0,1,0,11,0,1,0,0,0,31,139342
1,1,5,0,0,0,0,4,18,0,0,0,1,0,20,222481
1,1,6,1,1,1,1,1,22,0,0,0,0,0,19,144529
0,0,4,1,1,0,0,0,6,0,0,0,0,0,62,294567
0,1,5,1,1,0,1,1,26,0,1,0,1,0,34,259257
0,0,4,0,0,0,0,2,15,0,0,0,2,0,33,65951
0,1,9,0,1,0,1,2,46,0,0,0,2,0,22,37354
0,1,13,1,1,0,0,0,21,0,1,0,1,0,25,206348
0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,9997
1,1,10,1,1,0,0,3,58,1,0,0,0,0,33,174768
0,0,1,0,0,0,0,0,1,0,0,0,0,0,23,122944
1,1,9,1,1,0,0,3,26,0,0,0,1,1,31,277348
1,1,4,1,1,0,1,3,23,0,1,1,1,0,16,361752
0,0,3,0,0,0,0,0,17,0,0,0,0,0,36,19186
0,1,3,1,1,1,0,1,19,1,1,0,0,0,21,299503
0,1,6,1,1,0,1,0,12,0,0,0,1,0,27,84774
0,1,9,1,1,0,1,1,17,0,0,0,1,0,34,59170
1,1,13,1,1,0,1,0,35,1,1,0,1,0,44,101128
0,0,2,0,0,0,0,0,3,0,1,0,0,0,29,350485
1,1,3,0,1,0,0,2,11,0,1,0,1,0,29,202433
1,1,13,1,1,0,1,2,44,0,1,0,1,0,39,142312
0,0,2,0,0,0,0,0,11,0,1,0,1,1,37,230738
0,0,3,0,0,0,0,0,4,0,0,0,0,0,25,240672
0,0,5,0,0,0,0,0,10,0,1,0,1,0,27,14720
1,0,3,1,1,0,0,1,12,0,1,0,1,0,17,233368
0,0,5,1,1,0,0,0,12,0,1,0,1,0,24,127424
1,0,7,1,1,1,0,4,42,1,0,1,1,0,28,162808
1,0,6,0,0,1,0,0,7,0,0,0,0,0,42,357922
1,1,5,1,0,0,0,0,21,0,1,0,1,0,19,253058
0,1,2,0,0,0,0,1,7,0,0,0,0,0,26,348429
0,1,5,1,1,0,1,0,13,0,1,0,0,0,31,40875
1,0,9,1,1,0,1,0,25,1,1,0,1,0,22,122160
0,0,9,1,1,0,1,0,17,1,1,0,0,0,87,288015
1,1,12,0,0,1,1,3,27,1,1,0,1,0,24,364777
0,0,7,0,0,0,0,0,13,1,0,0,1,0,26,308759
1,1,3,1,1,0,0,1,13,0,0,0,0,0,18,217213
1,0,1,0,0,0,0,0,1,0,0,0,0,0,36,66435
1,1,9,1,1,0,1,0,41,0,0,0,1,0,27,32988
1,1,8,0,0,1,1,3,16,0,1,0,0,0,22,10929
1,0,3,0,0,0,0,0,4,0,0,0,0,0,18,279329
1,1,11,1,1,0,1,0,23,1,0,0,0,0,24,147634
0,0,2,0,0,0,0,0,12,0,0,0,2,0,38,137101
1,0,2,0,0,1,0,1,4,0,0,0,1,0,39,240042
1,0,4,0,0,1,0,1,16,1,0,0,1,0,18,240541
1,1,8,1,1,1,1,2,20,0,1,0,1,0,28,47682
1,0,7,1,1,1,0,2,33,0,1,1,1,1,20,51049
1,1,6,1,1,0,1,1,21,0,0,0,1,0,31,54040
0,0,3,0,0,0,0,1,6,0,0,0,1,0,37,314067
0,0,1,0,0,0,1,0,2,0,0,0,0,0,30,73006
0,0,2,0,0,0,0,2,13,0,0,0,1,0,38,344701
1,1,5,0,0,1,0,1,29,0,0,0,0,1,39,46845
0,1,7,1,1,0,1,0,18,0,0,0,1,0,24,360165
0,0,7,1,0,1,0,2,42,1,0,0,0,0,45,251878
0,1,7,1,1,0,1,0,25,0,0,0,1,0,25,39993
0,0,5,0,0,0,0,0,25,0,0,0,2,1,29,51601
0,1,8,0,0,0,1,0,15,1,1,0,0,0,28,153305
0,0,4,0,0,0,0,1,29,1,1,0,1,0,19,176637
1,1,12,1,1,1,1,3,76,1,1,1,1,0,18,102988
0,0,5,0,1,0,1,0,15,0,0,0,1,0,26,244039
0,0,6,1,1,0,0,1,17,0,1,0,1,0,27,147572
1,1,9,1,1,0,1,3,29,0,0,0,0,0,29,265936
0,0,0,0,1,1,0,0,1,0,0,0,0,0,35,23271
1,1,6,1,1,1,1,0,25,0,1,0,0,0,16,163942
1,1,5,0,0,0,0,4,25,1,0,0,1,0,20,255649
0,0,1,0,0,0,0,0,2,0,0,0,1,0,27,275496
0,0,2,0,0,0,0,0,7,0,0,0,2,0,28,46084
1,1,7,1,1,0,1,1,59,0,0,0,1,0,17,183847
1,0,5,1,0,0,0,1,23,0,0,0,1,0,32,165679
0,0,6,1,1,0,1,0,16,1,1,0,1,0,26,121904
1,1,7,1,1,0,1,3,30,0,1,1,1,0,30,131871
1,1,7,1,1,1,1,0,11,0,0,0,0,0,21,186239
0,0,4,1,1,0,0,0,7,0,0,0,0,0,26,229384
0,0,4,1,1,0,1,1,10,0,0,0,0,0,28,41345
1,1,8,1,1,0,1,0,24,1,1,0,1,0,25,31150
0,0,4,0,0,0,0,1,12,0,0,0,2,0,37,180304
1,1,11,0,0,1,1,0,19,1,0,0,1,0,36,204666
1,0,10,1,0,0,1,3,29,1,0,0,0,0,21,326518
0,0,3,0,0,0,0,1,7,0,1,0,0,0,31,9724
1,0,6,1,1,0,0,4,33,0,0,1,2,0,24,359516
0,0,2,0,0,0,0,2,14,0,0,0,1,0,37,263353
1,1,10,0,1,0,1,2,24,1,1,0,1,0,48,243000
0,0,2,0,0,0,0,0,8,1,0,0,1,0,43,141232
